Player,Team,fotmob_rating,minutes,matches,goals_per90,sot_per90,passes_per90,tackles_per90,interceptions_per90,blocks_per90,saves_per90,yellow_cards,red_cards,pens_conceded,assists_per90,big_chances_created_per90,Player_key,Team_key,Category,Score
Mathias Jensen,Brentford,6.95,2217,32,0.12,0.3,31.0,1.3,0.9,0.2,0.0,5.0,0.0,0.0,0.121786197564276,0.3653585926928281,mathias jensen,brentford,MF,0.0066416300599031
Kobbie Mainoo,Manchester United,6.95,1939,24,0.14,0.2,34.7,1.3,1.0,0.6,0.0,3.0,0.0,0.0,0.0464156781846312,0.0,kobbie mainoo,manchester united,MF,0.0049519789685818
Jean-Philippe Mateta,Crystal Palace,6.95,2283,35,0.63,1.1,12.0,0.6,0.2,0.2,0.0,3.0,0.0,0.0,0.1971090670170827,0.1971090670170827,jean-philippe mateta,crystal palace,FW,0.0193717303733902
Mykhaylo Mudryk,Chelsea,6.94,1578,31,0.29,0.7,20.9,0.7,0.5,0.1,0.0,5.0,0.0,0.0,0.1140684410646387,0.3422053231939163,mykhaylo mudryk,chelsea,MF,0.0038636827795259
Mykhaylo Mudryk,Chelsea,6.94,1578,31,0.29,0.7,20.9,0.7,0.5,0.1,0.0,5.0,0.0,0.0,0.1140684410646387,0.3422053231939163,mykhaylo mudryk,chelsea,FW,0.001895300721169
Jordan Pickford,Everton,6.94,3420,38,0.0,0.0,22.3,0.0,0.0,0.0,3.2,5.0,0.0,1.0,0.0,0.0,jordan pickford,everton,GK,0.0454087577094797
Nicolás Dominguez,Nottingham Forest,6.93,1503,26,0.12,0.4,42.4,2.0,1.1,0.3,0.0,4.0,0.0,0.0,0.1197604790419161,0.1197604790419161,nicolas dominguez,nottingham forest,MF,0.0041614380255595
Ethan Pinnock,Brentford,6.93,2521,29,0.07,0.1,41.9,0.8,1.5,0.9,0.0,1.0,0.0,0.0,0.0,0.0357001190003966,ethan pinnock,brentford,DF,0.0106715381482793
Pau Torres,Aston Villa,6.93,2463,29,0.07,0.2,56.8,0.7,0.5,0.4,0.0,1.0,0.0,0.0,0.0,0.0365408038976857,pau torres,aston villa,DF,0.006326842760272
Chris Wood,Nottingham Forest,6.91,1806,31,0.7,1.3,13.9,0.2,0.0,0.1,0.0,0.0,0.0,1.0,0.0498338870431893,0.1495016611295681,chris wood,nottingham forest,FW,0.0126437762634232
Ola Aina,Nottingham Forest,6.91,1700,22,0.05,0.1,26.8,1.6,1.0,0.2,0.0,3.0,0.0,1.0,0.0529411764705882,0.0,ola aina,nottingham forest,DF,0.0051244087536669
Ola Aina,Nottingham Forest,6.91,1700,22,0.05,0.1,26.8,1.6,1.0,0.2,0.0,3.0,0.0,1.0,0.0529411764705882,0.0,ola aina,nottingham forest,MF,0.0006973811430068
Emiliano Martinez,Aston Villa,6.9,3015,34,0.0,0.0,30.9,0.0,0.0,0.0,2.8,4.0,0.0,0.0,0.0,0.0,emiliano martinez,aston villa,GK,0.0393194291097878
Andreas Pereira,Fulham,6.89,2637,37,0.1,0.5,28.6,0.4,0.1,0.1,0.0,6.0,0.0,0.0,0.2389078498293515,0.3071672354948805,andreas pereira,fulham,MF,0.0092864165143035
Moussa Diaby,Aston Villa,6.89,2184,38,0.25,0.9,19.4,0.2,0.4,0.0,0.0,1.0,0.0,0.0,0.3296703296703296,0.5357142857142857,moussa diaby,aston villa,MF,0.0030586032594501
Moussa Diaby,Aston Villa,6.89,2184,38,0.25,0.9,19.4,0.2,0.4,0.0,0.0,1.0,0.0,0.0,0.3296703296703296,0.5357142857142857,moussa diaby,aston villa,FW,0.0088156333681594
Anthony Elanga,Nottingham Forest,6.89,2434,36,0.18,0.9,17.9,0.7,0.3,0.1,0.0,1.0,0.0,0.0,0.3327855382087099,0.5176663927691044,anthony elanga,nottingham forest,MF,0.0035808171173274
Anthony Elanga,Nottingham Forest,6.89,2434,36,0.18,0.9,17.9,0.7,0.3,0.1,0.0,1.0,0.0,0.0,0.3327855382087099,0.5176663927691044,anthony elanga,nottingham forest,FW,0.0062707617916742
David Raya,Arsenal,6.88,2880,32,0.0,0.0,20.0,0.0,0.0,0.0,1.4,2.0,0.0,0.0,0.0,0.0,david raya,arsenal,GK,0.0421976995068947
Tom Cairney,Fulham,6.88,1475,34,0.06,0.5,68.4,1.0,0.8,0.2,0.0,3.0,0.0,0.0,0.2440677966101695,0.3050847457627118,tom cairney,fulham,MF,0.0053777141493929
Antoine Semenyo,Bournemouth,6.88,2111,33,0.34,1.3,18.6,0.7,0.3,0.1,0.0,6.0,0.0,0.0,0.0852676456655613,0.255802936996684,antoine semenyo,bournemouth,MF,0.0042635116232152
Antoine Semenyo,Bournemouth,6.88,2111,33,0.34,1.3,18.6,0.7,0.3,0.1,0.0,6.0,0.0,0.0,0.0852676456655613,0.255802936996684,antoine semenyo,bournemouth,FW,0.0022467967756403
Sander Berge,Burnley,6.88,3005,37,0.03,0.1,41.2,1.4,0.7,0.6,0.0,8.0,1.0,0.0,0.059900166389351,0.1497504159733777,sander berge,burnley,MF,0.0092517091292169
Scott McTominay,Manchester United,6.88,1891,32,0.33,0.9,24.9,1.2,0.7,0.6,0.0,2.0,0.0,1.0,0.0475938656795346,0.0951877313590692,scott mctominay,manchester united,MF,0.0034872374044287
Scott McTominay,Manchester United,6.88,1891,32,0.33,0.9,24.9,1.2,0.7,0.6,0.0,2.0,0.0,1.0,0.0475938656795346,0.0951877313590692,scott mctominay,manchester united,FW,0.0011224479571913
Timothy Castagne,Fulham,6.86,2633,34,0.03,0.2,37.5,0.8,1.3,0.3,0.0,3.0,0.0,0.0,0.1025446259020129,0.0341815419673376,timothy castagne,fulham,DF,0.0096102143600423
Andre Onana,Manchester United,6.86,3420,38,0.0,0.0,25.4,0.0,0.0,0.0,3.9,5.0,0.0,1.0,0.0,0.0,andre onana,manchester united,GK,0.0470207341817211
Wilson Odobert,Burnley,6.86,2107,29,0.13,0.6,18.5,0.6,0.3,0.1,0.0,3.0,0.0,0.0,0.0854295206454675,0.2990033222591362,wilson odobert,burnley,MF,0.0028024265141924
Wilson Odobert,Burnley,6.86,2107,29,0.13,0.6,18.5,0.6,0.3,0.1,0.0,3.0,0.0,0.0,0.0854295206454675,0.2990033222591362,wilson odobert,burnley,FW,0.0037232509032505
Lucas Digne,Aston Villa,6.86,2410,33,0.04,0.1,30.8,0.7,1.0,0.1,0.0,7.0,0.0,0.0,0.1120331950207468,0.1867219917012448,lucas digne,aston villa,DF,0.0055800937781214
Lucas Digne,Aston Villa,6.86,2410,33,0.04,0.1,30.8,0.7,1.0,0.1,0.0,7.0,0.0,0.0,0.1120331950207468,0.1867219917012448,lucas digne,aston villa,MF,0.0007679228488151
Jonny Evans,Manchester United,6.85,1396,23,0.0,0.0,46.8,0.9,1.5,1.2,0.0,2.0,0.0,0.0,0.0644699140401146,0.0644699140401146,jonny evans,manchester united,DF,0.0052625530191423
Neco Williams,Nottingham Forest,6.85,1634,26,0.0,0.2,23.8,2.2,1.2,0.7,0.0,4.0,0.0,0.0,0.055079559363525,0.055079559363525,neco williams,nottingham forest,DF,0.0061648024974564
Neco Williams,Nottingham Forest,6.85,1634,26,0.0,0.2,23.8,2.2,1.2,0.7,0.0,4.0,0.0,0.0,0.055079559363525,0.055079559363525,neco williams,nottingham forest,MF,0.0014433208160217
Jack Harrison,Everton,6.85,2219,29,0.12,0.4,15.7,0.9,0.5,0.2,0.0,1.0,0.0,0.0,0.1216764308246958,0.202794051374493,jack harrison,everton,MF,0.003573515973103
Jack Harrison,Everton,6.85,2219,29,0.12,0.4,15.7,0.9,0.5,0.2,0.0,1.0,0.0,0.0,0.1216764308246958,0.202794051374493,jack harrison,everton,FW,0.0023907727715043
Ezri Konsa,Aston Villa,6.85,3073,35,0.03,0.1,52.7,0.9,0.8,0.6,0.0,5.0,0.0,1.0,0.0,0.0292873413602342,ezri konsa,aston villa,DF,0.0093252490572143
Chris Richards,Crystal Palace,6.84,2091,26,0.04,0.1,33.1,1.2,1.2,0.5,0.0,3.0,0.0,1.0,0.0430416068866571,0.0430416068866571,chris richards,crystal palace,DF,0.0052158039887924
Chris Richards,Crystal Palace,6.84,2091,26,0.04,0.1,33.1,1.2,1.2,0.5,0.0,3.0,0.0,1.0,0.0430416068866571,0.0430416068866571,chris richards,crystal palace,MF,0.0019662834333565
Axel Disasi,Chelsea,6.84,2581,31,0.07,0.1,69.5,0.7,0.6,0.7,0.0,6.0,0.0,0.0,0.0,0.0,axel disasi,chelsea,DF,0.0081289477928875
Rodrigo Muniz,Fulham,6.84,1597,26,0.51,1.5,7.7,0.2,0.3,0.2,0.0,1.0,0.0,0.0,0.0563556668753913,0.1127113337507827,rodrigo muniz,fulham,FW,0.0146017939692419
Antony,Manchester United,6.84,1323,29,0.07,1.1,30.5,1.4,0.8,0.1,0.0,5.0,0.0,1.0,0.0680272108843537,0.4761904761904761,antony,manchester united,MF,0.0030940607865066
Antony,Manchester United,6.84,1323,29,0.07,1.1,30.5,1.4,0.8,0.1,0.0,5.0,0.0,1.0,0.0680272108843537,0.4761904761904761,antony,manchester united,FW,0.001338826496983
Rasmus Højlund,Manchester United,6.83,2169,30,0.41,0.9,12.5,0.3,0.0,0.0,0.0,2.0,0.0,1.0,0.0829875518672199,0.0,rasmus hojlund,manchester united,FW,0.0137003183594512
Takehiro Tomiyasu,Arsenal,6.83,1143,22,0.16,0.2,40.9,0.7,1.4,0.3,0.0,0.0,1.0,0.0,0.0787401574803149,0.0,takehiro tomiyasu,arsenal,DF,0.003524764458176
Danilo,Nottingham Forest,6.82,1796,29,0.1,0.4,29.3,0.9,1.8,0.4,0.0,4.0,0.0,1.0,0.1002227171492204,0.1002227171492204,danilo,nottingham forest,MF,0.0041847210242272
Danilo,Nottingham Forest,6.82,1796,29,0.1,0.4,29.3,0.9,1.8,0.4,0.0,4.0,0.0,1.0,0.1002227171492204,0.1002227171492204,danilo,nottingham forest,FW,0.0007772020725388
Ryan Gravenberch,Liverpool,6.81,1121,26,0.08,0.6,33.0,1.0,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0802854594112399,ryan gravenberch,liverpool,MF,0.0035264381507896
Harry Wilson,Fulham,6.8,1614,35,0.22,0.7,25.7,0.8,0.6,0.2,0.0,6.0,0.0,0.0,0.3345724907063196,0.2788104089219331,harry wilson,fulham,MF,0.0026084533081765
Harry Wilson,Fulham,6.8,1614,35,0.22,0.7,25.7,0.8,0.6,0.2,0.0,6.0,0.0,0.0,0.3345724907063196,0.2788104089219331,harry wilson,fulham,FW,0.0020639387908543
Dominic Calvert-Lewin,Everton,6.8,2185,32,0.29,1.3,10.2,0.2,0.2,0.2,0.0,2.0,0.0,0.0,0.0823798627002288,0.1647597254004576,dominic calvert-lewin,everton,FW,0.0151547641801464
Marc Guehi,Crystal Palace,6.79,2022,25,0.0,0.0,50.4,0.8,0.8,0.8,0.0,2.0,0.0,0.0,0.0445103857566765,0.0445103857566765,marc guehi,crystal palace,DF,0.0061507858881241
Marc Guehi,Crystal Palace,6.79,2022,25,0.0,0.0,50.4,0.8,0.8,0.8,0.0,2.0,0.0,0.0,0.0445103857566765,0.0445103857566765,marc guehi,crystal palace,MF,0.0008191127951449
Dango Ouattara,Bournemouth,6.79,1220,30,0.07,0.5,22.4,2.0,1.6,0.2,0.0,3.0,0.0,0.0,0.1475409836065573,0.0737704918032786,dango ouattara,bournemouth,DF,0.0027917862269174
Dango Ouattara,Bournemouth,6.79,1220,30,0.07,0.5,22.4,2.0,1.6,0.2,0.0,3.0,0.0,0.0,0.1475409836065573,0.0737704918032786,dango ouattara,bournemouth,MF,0.0008894558338207
Dango Ouattara,Bournemouth,6.79,1220,30,0.07,0.5,22.4,2.0,1.6,0.2,0.0,3.0,0.0,0.0,0.1475409836065573,0.0737704918032786,dango ouattara,bournemouth,FW,0.0024716420802498
Calvin Bassey,Fulham,6.79,2301,29,0.04,0.1,56.2,1.1,1.1,0.4,0.0,4.0,1.0,1.0,0.0,0.0,calvin bassey,fulham,DF,0.0082511071102997
Murillo,Nottingham Forest,6.78,2793,32,0.0,0.2,36.1,1.0,1.2,0.8,0.0,5.0,0.0,0.0,0.0644468313641246,0.0644468313641246,murillo,nottingham forest,DF,0.0104450139158043
Will Hughes,Crystal Palace,6.78,1899,30,0.0,0.1,34.2,1.6,1.0,0.7,0.0,6.0,0.0,0.0,0.0473933649289099,0.0947867298578199,will hughes,crystal palace,MF,0.0057752292558689
Matty Cash,Aston Villa,6.77,2142,29,0.08,0.5,36.3,1.3,0.8,0.6,0.0,8.0,0.0,1.0,0.0840336134453781,0.2521008403361344,matty cash,aston villa,DF,0.0064242544646615
Matty Cash,Aston Villa,6.77,2142,29,0.08,0.5,36.3,1.3,0.8,0.6,0.0,8.0,0.0,1.0,0.0840336134453781,0.2521008403361344,matty cash,aston villa,MF,0.0011552034667241
Raphaël Varane,Manchester United,6.76,1371,22,0.07,0.1,45.4,0.7,1.0,1.2,0.0,2.0,0.0,0.0,0.0,0.0,raphael varane,manchester united,DF,0.0047795053116172
Odsonne Edouard,Crystal Palace,6.75,1552,30,0.41,1.1,14.3,0.7,0.3,0.1,0.0,4.0,0.0,0.0,0.0,0.0579896907216494,odsonne edouard,crystal palace,FW,0.0100190311145241
Adam Smith,Bournemouth,6.71,2156,28,0.0,0.0,24.7,1.0,0.9,0.5,0.0,6.0,0.0,2.0,0.0834879406307977,0.0834879406307977,adam smith,bournemouth,DF,0.0058946732415109
Frank Onyeka,Brentford,6.71,1155,26,0.08,0.7,22.7,1.9,1.8,0.5,0.0,8.0,0.0,0.0,0.1558441558441558,0.1558441558441558,frank onyeka,brentford,MF,0.0021703723855846
Jeffrey Schlupp,Crystal Palace,6.7,1355,29,0.13,0.7,16.3,1.6,0.5,0.1,0.0,1.0,0.0,0.0,0.1328413284132841,0.1328413284132841,jeffrey schlupp,crystal palace,MF,0.0023553715923375
Jeffrey Schlupp,Crystal Palace,6.7,1355,29,0.13,0.7,16.3,1.6,0.5,0.1,0.0,1.0,0.0,0.0,0.1328413284132841,0.1328413284132841,jeffrey schlupp,crystal palace,FW,0.0017910492193015
Justin Kluivert,Bournemouth,6.7,1934,32,0.33,0.9,12.8,0.7,0.4,0.0,0.0,5.0,0.0,0.0,0.046535677352637,0.046535677352637,justin kluivert,bournemouth,MF,0.0026967695519059
Justin Kluivert,Bournemouth,6.7,1934,32,0.33,0.9,12.8,0.7,0.4,0.0,0.0,5.0,0.0,0.0,0.046535677352637,0.046535677352637,justin kluivert,bournemouth,FW,0.0028499892768638
Nathan Collins,Brentford,6.69,2649,32,0.03,0.1,40.6,0.7,1.5,1.0,0.0,3.0,0.0,0.0,0.0339750849377123,0.1698754246885617,nathan collins,brentford,DF,0.0101415159744142
Dara O'Shea,Burnley,6.68,2894,33,0.09,0.2,42.9,0.6,1.1,0.9,0.0,5.0,1.0,0.0,0.1243953006219765,0.0932964754664823,dara o'shea,burnley,DF,0.0106006731710174
Jacob Bruun Larsen,Burnley,6.68,1248,32,0.43,1.2,25.3,0.3,0.5,0.1,0.0,1.0,0.0,0.0,0.0,0.0721153846153846,jacob bruun larsen,burnley,MF,0.0027705043014445
Jacob Bruun Larsen,Burnley,6.68,1248,32,0.43,1.2,25.3,0.3,0.5,0.1,0.0,1.0,0.0,0.0,0.0,0.0721153846153846,jacob bruun larsen,burnley,FW,0.0021701687276001
Edward Nketiah,Arsenal,6.67,1073,27,0.42,1.0,14.0,0.6,0.3,0.0,0.0,3.0,0.0,0.0,0.1677539608574091,0.1677539608574091,edward nketiah,arsenal,FW,0.0083177412455136
Raul Jiménez,Fulham,6.67,1402,24,0.45,1.1,16.7,0.8,0.3,0.2,0.0,3.0,1.0,0.0,0.0,0.1925820256776034,raul jimenez,fulham,FW,0.009308702912673
Neto,Bournemouth,6.67,2880,32,0.0,0.0,17.0,0.0,0.0,0.0,3.6,5.0,0.0,0.0,0.0,0.0,neto,bournemouth,GK,0.0376391836574001
Ashley Young,Everton,6.67,2288,31,0.0,0.1,22.1,1.5,0.9,0.2,0.0,5.0,1.0,1.0,0.0,0.0786713286713286,ashley young,everton,DF,0.0052145499137224
Ashley Young,Everton,6.67,2288,31,0.0,0.1,22.1,1.5,0.9,0.2,0.0,5.0,1.0,1.0,0.0,0.0786713286713286,ashley young,everton,MF,0.0016630699412841
Lloyd Kelly,Bournemouth,6.67,1556,23,0.0,0.1,34.6,1.1,0.8,0.7,0.0,2.0,0.0,1.0,0.0578406169665809,0.1156812339331619,lloyd kelly,bournemouth,DF,0.0046278053062072
Illia Zabarnyi,Bournemouth,6.67,3330,37,0.03,0.1,39.7,0.9,0.9,0.9,0.0,5.0,0.0,0.0,0.0,0.0,illia zabarnyi,bournemouth,DF,0.0109180205445435
James Trafford,Burnley,6.66,2520,28,0.0,0.0,30.3,0.0,0.0,0.0,3.8,2.0,0.0,0.0,0.0,0.0,james trafford,burnley,GK,0.0358274122014754
Christian Eriksen,Manchester United,6.65,1139,22,0.08,0.3,50.1,1.0,0.3,0.5,0.0,1.0,0.0,0.0,0.1580333625987708,0.2370500438981562,christian eriksen,manchester united,MF,0.0043984077630352
Alex Scott,Bournemouth,6.65,1010,23,0.09,0.4,31.2,1.3,1.1,0.4,0.0,3.0,0.0,0.0,0.0891089108910891,0.3564356435643564,alex scott,bournemouth,MF,0.0025762119228546
Philip Billing,Bournemouth,6.65,1393,29,0.13,0.5,25.4,1.0,1.3,0.3,0.0,3.0,1.0,0.0,0.1292175161521895,0.4522613065326633,philip billing,bournemouth,MF,0.0036716156689875
Ryan Yates,Nottingham Forest,6.64,1986,35,0.05,0.3,29.7,1.8,1.0,0.7,0.0,6.0,0.0,0.0,0.0453172205438066,0.0906344410876132,ryan yates,nottingham forest,MF,0.0043533449706594
Orel Mangala,Nottingham Forest,6.64,1569,20,0.06,0.1,32.6,0.7,1.5,0.3,0.0,6.0,0.0,0.0,0.0,0.0,orel mangala,nottingham forest,MF,0.0039122239082868
Harry Toffolo,Nottingham Forest,6.63,1455,23,0.06,0.3,21.0,0.9,0.9,0.8,0.0,3.0,0.0,0.0,0.1855670103092783,0.1855670103092783,harry toffolo,nottingham forest,DF,0.0052101529793381
Harry Toffolo,Nottingham Forest,6.63,1455,23,0.06,0.3,21.0,0.9,0.9,0.8,0.0,3.0,0.0,0.0,0.1855670103092783,0.1855670103092783,harry toffolo,nottingham forest,MF,0.0008312909777872
Keane Lewis-Potter,Brentford,6.63,1441,30,0.19,1.4,17.3,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0624566273421235,0.1873698820263705,keane lewis-potter,brentford,MF,0.0013301636772389
Keane Lewis-Potter,Brentford,6.63,1441,30,0.19,1.4,17.3,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0624566273421235,0.1873698820263705,keane lewis-potter,brentford,FW,0.0063421758841917
Lyle Foster,Burnley,6.63,1906,24,0.24,0.8,14.5,0.5,0.1,0.1,0.0,0.0,1.0,0.0,0.1416579223504722,0.0472193074501574,lyle foster,burnley,MF,0.0012491131124611
Lyle Foster,Burnley,6.63,1906,24,0.24,0.8,14.5,0.5,0.1,0.1,0.0,0.0,1.0,0.0,0.1416579223504722,0.0472193074501574,lyle foster,burnley,FW,0.0091908169064031
Sasa Lukic,Fulham,6.62,1119,24,0.08,0.2,34.4,1.5,1.3,0.4,0.0,3.0,0.0,0.0,0.0,0.0,sasa lukic,fulham,MF,0.0030289452505784
Bernd Leno,Fulham,6.62,3420,38,0.0,0.0,28.6,0.0,0.0,0.0,3.5,3.0,0.0,0.0,0.0,0.0,bernd leno,fulham,GK,0.0466960609019388
Charlie Taylor,Burnley,6.62,2332,28,0.04,0.0,31.7,0.8,0.7,0.4,0.0,8.0,0.0,0.0,0.0385934819897084,0.1543739279588336,charlie taylor,burnley,DF,0.0072136139003143
Neal Maupay,Brentford,6.61,1424,31,0.38,1.3,18.5,0.4,0.1,0.0,0.0,8.0,0.0,0.0,0.1896067415730337,0.3160112359550561,neal maupay,brentford,FW,0.0098559646813059
Joel Ward,Crystal Palace,6.6,1982,26,0.0,0.0,27.6,1.3,0.6,0.5,0.0,4.0,0.0,0.0,0.0454086781029263,0.0,joel ward,crystal palace,DF,0.0058263381603169
Harrison Reed,Fulham,6.6,1324,27,0.0,0.1,41.9,1.2,0.7,0.6,0.0,6.0,0.0,0.0,0.1359516616314199,0.1359516616314199,harrison reed,fulham,MF,0.0039163882988421
Curtis Jones,Liverpool,6.6,1167,23,0.08,0.5,52.9,1.1,0.5,0.0,0.0,3.0,1.0,0.0,0.0771208226221079,0.0,curtis jones,liverpool,MF,0.0042176101794219
Zeki Amdouni,Burnley,6.6,1971,34,0.23,1.0,18.0,0.8,0.4,0.5,0.0,2.0,0.0,0.0,0.045662100456621,0.091324200913242,zeki amdouni,burnley,MF,0.0006670172965878
Zeki Amdouni,Burnley,6.6,1971,34,0.23,1.0,18.0,0.8,0.4,0.5,0.0,2.0,0.0,0.0,0.045662100456621,0.091324200913242,zeki amdouni,burnley,FW,0.0083850628954422
Mads Roerslev,Brentford,6.58,1987,34,0.05,0.0,18.9,1.4,0.9,0.1,0.0,1.0,0.0,0.0,0.0905888273779567,0.135883241066935,mads roerslev,brentford,DF,0.0021820109331055
Mads Roerslev,Brentford,6.58,1987,34,0.05,0.0,18.9,1.4,0.9,0.1,0.0,1.0,0.0,0.0,0.0905888273779567,0.135883241066935,mads roerslev,brentford,MF,0.0023934258540195
Moussa Niakhaté,Nottingham Forest,6.57,1457,21,0.06,0.1,36.3,1.5,0.9,0.7,0.0,3.0,1.0,0.0,0.0,0.0,moussa niakhate,nottingham forest,DF,0.0065319146224776
Mark Flekken,Brentford,6.56,3285,37,0.0,0.0,27.5,0.0,0.0,0.0,3.2,3.0,0.0,1.0,0.0273972602739726,0.0547945205479452,mark flekken,brentford,GK,0.0438626106724986
Sam Johnstone,Crystal Palace,6.56,1797,20,0.0,0.0,14.1,0.0,0.1,0.0,2.1,1.0,0.0,1.0,0.0,0.0,sam johnstone,crystal palace,GK,0.0248670727153874
Milos Kerkez,Bournemouth,6.54,1975,28,0.0,0.2,22.1,1.2,0.9,0.5,0.0,4.0,1.0,0.0,0.0455696202531645,0.1367088607594936,milos kerkez,bournemouth,DF,0.0049132137249832
Milos Kerkez,Bournemouth,6.54,1975,28,0.0,0.2,22.1,1.2,0.9,0.5,0.0,4.0,1.0,0.0,0.0455696202531645,0.1367088607594936,milos kerkez,bournemouth,MF,0.0006711832455479
Diego Carlos,Aston Villa,6.45,1811,27,0.0,0.0,58.8,0.8,0.6,0.9,0.0,4.0,0.0,0.0,0.0,0.0,diego carlos,aston villa,DF,0.006372869793854
Vitinho,Burnley,6.44,2316,32,0.0,0.2,22.7,1.3,0.5,0.2,0.0,1.0,0.0,2.0,0.077720207253886,0.038860103626943,vitinho,burnley,DF,0.0055489056075871
Vitinho,Burnley,6.44,2316,32,0.0,0.2,22.7,1.3,0.5,0.2,0.0,1.0,0.0,2.0,0.077720207253886,0.038860103626943,vitinho,burnley,MF,0.0010731628416783
Beto,Everton,6.35,939,30,0.29,1.2,10.3,0.6,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.2875399361022364,beto,everton,FW,0.0052919149495664
